Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
57384,e028,"MECC IC4","D","MECC Incident Command 4","Fire-Tac","Franklin County (25) Fire/EMS"
57389,e02d,"MECC IC3","D","MECC Incident Command 3","Fire-Tac","Franklin County (25) Fire/EMS"
57390,e02e,"MECC FG4","D","MECC Fireground 4","Fire-Tac","Franklin County (25) Fire/EMS"
57391,e02f,"MECC IC2","D","MECC Incident Command 2","Fire-Tac","Franklin County (25) Fire/EMS"
57392,e030,"MECC EMS2","D","MECC EMS operations","EMS-Tac","Franklin County (25) Fire/EMS"
57394,e032,"WST FDSP","D","Westerville FD dispatch","Fire Dispatch","Franklin County (25) Fire/EMS"
57395,e033,"WST FG-1","D","Westerville FD - Fireground 1","Fire-Tac","Franklin County (25) Fire/EMS"
57396,e034,"OTTERBEIN PD","D","Otterbein Police","Law Dispatch","Franklin County (25) Law Enforcement"
57402,e03a,"WST PADMN","DE","Westerville Police Admin","Law Talk","Franklin County (25) Law Enforcement"
57403,e03b,"WST PTAC","D","Westerville Police Tactical","Law Tac","Franklin County (25) Law Enforcement"
57404,e03c,"WST PDSP","D","Westerville Police Dispatch","Law Dispatch","Franklin County (25) Law Enforcement"
57406,e03e,"DVLP 1","D","Development Dept - Code Enforcement","Public Works","Columbus Public Works (25)"
57407,e03f,"DVLP 2","D","Development Dept","Public Works","Columbus Public Works (25)"
57412,e044,"CTBM 1","D","Municipal Court - Building Maintenance (Housekeeping)","Public Works","Columbus Public Works (25)"
57414,e046,"BAILIFF","D","Municipal Court bailiffs","Law Tac","Columbus Police (25)"
57415,e047,"DOP MAINT","D","Division of Power - Maintenance","Public Works","Columbus Public Works (25)"
57416,e048,"DOP ELEC 1","D","Division of Power - Electric Distribution","Public Works","Columbus Public Works (25)"
57417,e049,"DOW DRWP","D","Dublin Road Water Plant","Public Works","Columbus Public Works (25)"
57418,e04a,"DOW DIST","D","Division of Water - Distribution","Public Works","Columbus Public Works (25)"
57419,e04b,"DOW BLD MAINT","D","Division of Water - Building Maintenance","Public Works","Columbus Public Works (25)"
57420,e04c,"DOW SHED","D","Division of Water - Watershed Management","Public Works","Columbus Public Works (25)"
57421,e04d,"DOW SUP","D","Division of Water - Support","Public Works","Columbus Public Works (25)"
57422,e04e,"UTILS 2","D","Department of Public Utilities - Common 1","Public Works","Columbus Public Works (25)"
57424,e050,"FAC SEC","D","City Facility Security","Law Talk","Columbus Police (25)"
57426,e052,"PSAP-1","D","PSAP-to-PSAP 1","Interop","Franklin County (25) Common"
57431,e057,"STAC-3","DE","SWAT Tactical 3","Law Tac","Columbus Police (25)"
57434,e05a,"BN1 EMS","D","Battalion 1 EMS Ops","EMS-Tac","Columbus Fire (25)"
57435,e05b,"CPD EOC","D","Emergency Operations Center","Emergency Ops","Columbus Police (25)"
57436,e05c,"BN5 EMS","D","Battalion 5 EMS Ops","EMS-Tac","Columbus Fire (25)"
57437,e05d,"BN6 EMS","D","Battalion 6 EMS Ops","EMS-Tac","Columbus Fire (25)"
57438,e05e,"BN7 EMS","D","Battalion 7 EMS Ops","EMS-Tac","Columbus Fire (25)"
57439,e05f,"IM ADM2","D","Infrastructure Mgt Admin","Public Works","Columbus Public Works (25)"
57440,e060,"WST FG-2","D","Westerville FD - Fireground 2","Fire-Tac","Franklin County (25) Fire/EMS"
57441,e061,"WST FG-3","D","Westerville FD - Fireground 3","Fire-Tac","Franklin County (25) Fire/EMS"
57442,e062,"WST FG-4","D","Westerville FD - Fireground 4","Fire-Tac","Franklin County (25) Fire/EMS"
57449,e069,"WST DET1","DE","Westerville PD Detectives","Law Tac","Franklin County (25) Law Enforcement"
57450,e06a,"JATC","D","Journeyman Apprenticeship Training Council","Fire-Talk","Columbus Fire (25)"
57453,e06d,"CPW VA SEC","D","Chalmers P Wylie VA Hospital - Security","Security","Federal Agencies"
57466,e07a,"SUPPORT","D","Support","Fire-Tac","Columbus Fire (25)"
57467,e07b,"B8 ATG","D","Battalion 8 Announcement","Fire-Talk","Columbus Fire (25)"
57468,e07c,"BN8 IC","D","Battalion 8 Incident Command","Fire-Tac","Columbus Fire (25)"
57469,e07d,"BN8 TAC1","D","Battalion 8 Tac 1","Fire-Tac","Columbus Fire (25)"
57470,e07e,"BN8 TAC2","D","Battalion 8 Tac 2","Fire-Tac","Columbus Fire (25)"
57471,e07f,"BN8 TAC3","D","Battalion 8 Tac 3","Fire-Tac","Columbus Fire (25)"
57472,e080,"BN8 TAC4","D","Battalion 8 Tac 4","Fire-Tac","Columbus Fire (25)"
57473,e081,"BN8 TAC5","D","Battalion 8 Tac 5","Fire-Tac","Columbus Fire (25)"
57474,e082,"BN8 TAC6","D","Battalion 8 Tac 6","Fire-Tac","Columbus Fire (25)"
57475,e083,"BN8 TAC7","D","Battalion 8 Tac 7","Fire-Tac","Columbus Fire (25)"
57476,e084,"BN8 RIT","D","Battalion 8 Rapid Intervention Team","Fire-Tac","Columbus Fire (25)"
57477,e085,"BN8 EMS","D","Battalion 8 EMS Ops","EMS-Tac","Columbus Fire (25)"
57478,e086,"BN8 FG","D","Battalion 8 Fireground","Fire-Tac","Columbus Fire (25)"
57479,e087,"BN8 STG","D","Battalion 8 Incident Staging","Fire-Tac","Columbus Fire (25)"
57480,e088,"TRB FG","D","Training Bureau Fireground","Fire-Talk","Columbus Fire (25)"
57481,e089,"TRB IC","D","Training Bureau Incident Command","Fire-Talk","Columbus Fire (25)"
57482,e08a,"TRB TAC 1","D","Training Bureau Tac 1","Fire-Talk","Columbus Fire (25)"
57483,e08b,"TRB TAC 2","D","Training Bureau Tac 2","Fire-Talk","Columbus Fire (25)"
57484,e08c,"TRB TAC 3","D","Training Bureau Tac 3","Fire-Talk","Columbus Fire (25)"
57485,e08d,"TRB TAC 4","D","Training Bureau Tac 4","Fire-Talk","Columbus Fire (25)"
57486,e08e,"TRB TAC 5","D","Training Bureau Tac 5","Fire-Talk","Columbus Fire (25)"
57487,e08f,"TRB TAC 6","D","Training Bureau Tac 6","Fire-Talk","Columbus Fire (25)"
57488,e090,"TRB TAC 7","D","Training Bureau Tac 7","Fire-Talk","Columbus Fire (25)"
57489,e091,"TRB TAC 8","D","Training Bureau Tac 8","Fire-Talk","Columbus Fire (25)"
57490,e092,"TRB EMS","D","Training Bureau EMS Ops","EMS-Talk","Columbus Fire (25)"
57491,e093,"TRB STG","D","Training Bureau Staging","Fire-Talk","Columbus Fire (25)"
57492,e094,"TRB ATG","D","Training Bureau Announcement","Fire-Talk","Columbus Fire (25)"
57493,e095,"PTAC 6A","D","Patrol tactical 6A","Law Tac","Columbus Police (25)"
57494,e096,"PTAC 6B","D","Patrol tactical 6B","Law Tac","Columbus Police (25)"
57495,e097,"PTAC 6C","D","Patrol tactical 6C","Law Tac","Columbus Police (25)"
57496,e098,"PTAC 6D","D","Patrol tactical 6D","Law Tac","Columbus Police (25)"
57497,e099,"PTAC 6E","D","Patrol tactical 6E","Law Tac","Columbus Police (25)"
57499,e09b,"STA 62 PA","D","Clinton Twp Fire Station 62 PA","Fire Dispatch","Franklin County (25) Fire Public Address"
57500,e09c,"STA 552 PA","D","Bloom Twp Fire Station 552 PA","Fire Dispatch","Franklin County (25) Fire Public Address"
57511,e0a7,"EMS SUPV","D","EMS Supervisor","Fire-Talk","Columbus Fire (25)"
57513,e0a9,"MECC STG","D","MECC Staging","Fire-Tac","Franklin County (25) Fire/EMS"
57514,e0aa,"CRT-1","D","Zone 1 Plain Cars","Law Tac","Columbus Police (25)"
57515,e0ab,"CRT-2","D","Zone 2 Plain Cars","Law Tac","Columbus Police (25)"
57516,e0ac,"CRT-3","D","Zone 3 Plain Cars","Law Tac","Columbus Police (25)"
57517,e0ad,"CRT-4","D","Zone 4 Plain Cars","Law Tac","Columbus Police (25)"
57518,e0ae,"CRT-5","D","Zone 5 Plain Cars","Law Tac","Columbus Police (25)"
57519,e0af,"CRT-6","D","Zone 6 Plain Cars","Law Tac","Columbus Police (25)"
57530,e0ba,"CFD STA3 PA","D","Station 3 PA","Fire Dispatch","Columbus Fire Public Address (25)"
57531,e0bb,"MASC","D","Medics to Maryhaven","Hospital","Franklin County (25) Hospital"
57532,e0bc,"CFD STRK1 PA","D","Stroke 1 PA","Fire Dispatch","Columbus Fire Public Address (25)"
57533,e0bd,"CFD STA35 PA","D","Station 35 PA","Fire Dispatch","Columbus Fire Public Address (25)"
57534,e0be,"MCR","D","Mobile Crisis Response Team","Law Tac","Columbus Police (25)"
57535,e0bf,"STA 183 PA","D","Madison Twp Station 183 PA","Fire Dispatch","Franklin County (25) Fire Public Address"
57537,e0c1,"STA 451 PA","D","Harlem FD 451 PA","Fire Dispatch","Franklin County (25) Fire Public Address"
57539,e0c3,"DELCO PA","D","Delaware County PA","Fire Dispatch","Columbus Fire Public Address (25)"
57540,e0c4,"NORTHWEST PA","D","Northwest PA","Fire Dispatch","Columbus Fire Public Address (25)"
57549,e0cd,"CPD ENC 57549","DE","CPD encrypted (57549), exact use unknown","Law Talk","Columbus Police (25)"
57553,e0d1,"CPD ENC 57553","DE","CPD encrypted (57553), exact use unknown","Law Talk","Columbus Police (25)"
57990,e286,"STAC-2","DE","SWAT Tactical 2","Law Tac","Columbus Police (25)"
57996,e28c,"STAC-1","D","SWAT Tactical 1","Law Tac","Columbus Police (25)"
57999,e28f,"SWAT","D","SWAT Main","Law Tac","Columbus Police (25)"
58011,e29b,"57 RDC NORTH","D","Law Dispatch North","Law Dispatch","Montgomery County (57) Law Enforcement"
58012,e29c,"57 RDC CENRL","D","Law Dispatch Central","Law Dispatch","Montgomery County (57) Law Enforcement"
58013,e29d,"57 RDC SOUTH","D","Law Dispatch South","Law Dispatch","Montgomery County (57) Law Enforcement"
58014,e29e,"57 RDC EAST","D","Law Dispatch East (Dayton Police)","Law Dispatch","Montgomery County (57) Law Enforcement"
58015,e29f,"57 RDC WEST","D","Law Dispatch West (Dayton Police)","Law Dispatch","Montgomery County (57) Law Enforcement"
58016,e2a0,"57 RDC RCRD N","D","Law Records North","Law Talk","Montgomery County (57) Law Enforcement"
58017,e2a1,"57 RDC RCRD S","D","Law Records South","Law Talk","Montgomery County (57) Law Enforcement"
58018,e2a2,"57 RDC TAC 1","D","Law TAC 1","Law Tac","Montgomery County (57) Law Enforcement"
58019,e2a3,"57 RDC TAC 2","D","Law TAC 2","Law Tac","Montgomery County (57) Law Enforcement"
58020,e2a4,"57 RDC TAC 3","D","Law TAC 3","Law Tac","Montgomery County (57) Law Enforcement"
58021,e2a5,"57 RDC TAC 4","D","Law TAC 4","Law Tac","Montgomery County (57) Law Enforcement"
58022,e2a6,"57 RDC TAC 5","D","Law TAC 5","Law Tac","Montgomery County (57) Law Enforcement"
58023,e2a7,"57RDC FIRE1","D","County Fire Dispatch 1","Fire Dispatch","Montgomery County (57) Fire/EMS/Hospitals"
58024,e2a8,"57RDC FIRE2","D","County Fire Dispatch 2 (Paging Only)","Fire Dispatch","Montgomery County (57) Fire/EMS/Hospitals"
58025,e2a9,"57RDC HELP","D","Regional Dispatch Center Helpdesk","Interop","Montgomery County (57) Common"
58031,e2af,"57SODET","D","Sheriff Detectives","Law Tac","Montgomery County (57) Law Enforcement"
58033,e2b1,"57 SO CC","D","Sheriff Car to Car","Law Tac","Montgomery County (57) Law Enforcement"
58034,e2b2,"57 RANGE A","D","MCSO Range A","Law Talk","Montgomery County (57) Law Enforcement"
58035,e2b3,"57 SO RANGE B","DE","Sheriff Range TF B","Law Tac","Montgomery County (57) Law Enforcement"
58036,e2b4,"57 SWAT TRAIN","D","Sheriff SWAT Training","Law Tac","Montgomery County (57) Law Enforcement"
58037,e2b5,"57SOSWAT","DE","Sheriff SWAT Units","Law Tac","Montgomery County (57) Law Enforcement"
58038,e2b6,"57 SWAT CMD","De","SWAT Command","Law Tac","Montgomery County (57) Law Enforcement"
58044,e2bc,"57 COURT 1","D","Court Security 1","Law Talk","Montgomery County (57) Law Enforcement"
58045,e2bd,"57 COURT 2","D","Court Security 2","Law Talk","Montgomery County (57) Law Enforcement"
58051,e2c3,"57 SO JAIL","DE","County Jail","Corrections","Montgomery County (57) Law Enforcement"
58053,e2c5,"57 RDC COM","D","Dispatch to Dispatch","Law Dispatch","Montgomery County (57) Law Enforcement"
58061,e2cd,"57 CW 1","D","Countywide 1","Interop","Montgomery County (57) Common"
58062,e2ce,"57 CW 2","D","Countywide 2","Interop","Montgomery County (57) Common"
58063,e2cf,"57 CW 3","D","Countywide 3","Interop","Montgomery County (57) Common"
58064,e2d0,"57 CW 4","D","Countywide 4","Interop","Montgomery County (57) Common"
58065,e2d1,"57 CW 5","D","Countywide 5","Interop","Montgomery County (57) Common"
58066,e2d2,"57 LE 1","D","Law Enforcement 1","Interop","Montgomery County (57) Common"
58067,e2d3,"57 LE 2","D","Law Enforcement 2","Interop","Montgomery County (57) Common"
58068,e2d4,"57 LE 3","D","Law Enforcement 3","Interop","Montgomery County (57) Common"
58069,e2d5,"57 LE 4","D","Law Enforcement 4","Interop","Montgomery County (57) Common"
58070,e2d6,"57 LE 5","D","Law Enforcement 5","Interop","Montgomery County (57) Common"
58071,e2d7,"57 SWAT WIDE","D","County wide SWAT","Law Tac","Montgomery County (57) Law Enforcement"
58072,e2d8,"57 SWAT OPS","DE","County wide SWAT OPS","Law Tac","Montgomery County (57) Law Enforcement"
58073,e2d9,"57 ARC 1","D","Animal Control 1","Emergency Ops","Montgomery County (57) Common"
58074,e2da,"57 ARC 2","D","Animal Control 2","Emergency Ops","Montgomery County (57) Common"
58075,e2db,"Box 21 58075","D","Box 21 Rescue","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58077,e2dd,"Box 21 58077","D","Box 21 Rescue","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58100,e2f4,"57 WS-PRI","D","Sanitary Main","Public Works","Montgomery County (57) Local Government/Public Works"
58101,e2f5,"57 WS-2","D","Sanitary 2","Public Works","Montgomery County (57) Local Government/Public Works"
58102,e2f6,"WS-3","D","Sanitary 3","Public Works","Montgomery County (57) Local Government/Public Works"
58103,e2f7,"WS-4","D","Sanitary 4","Public Works","Montgomery County (57) Local Government/Public Works"
58104,e2f8,"57 WS-5","D","Sanitary 5","Public Works","Montgomery County (57) Local Government/Public Works"
58105,e2f9,"57MCFLEET","D","Sanitary - Solid Waste","Public Works","Montgomery County (57) Local Government/Public Works"
58106,e2fa,"MCFLEET2","D","Sanitary - Solid Waste 2","Public Works","Montgomery County (57) Local Government/Public Works"
58107,e2fb,"MCFLLET3","D","Sanitary - Solid Waste 3","Public Works","Montgomery County (57) Local Government/Public Works"
58108,e2fc,"57ENG 1","D","Engineer 1","Public Works","Montgomery County (57) Local Government/Public Works"
58109,e2fd,"57ENG2","D","Engineer 2","Public Works","Montgomery County (57) Local Government/Public Works"
58110,e2fe,"57ENG 3","D","Engineer 3","Public Works","Montgomery County (57) Local Government/Public Works"
58111,e2ff,"57ENG4","D","Engineer 4","Public Works","Montgomery County (57) Local Government/Public Works"
58112,e300,"57MCOEM","D","Montgomery County Office of Emergency Management","Emergency Ops","Montgomery County (57) Common"
58115,e303,"57 PROS-1","D","County Prosecutor 1","Law Talk","Montgomery County (57) Law Enforcement"
58116,e304,"57 PROS-2","D","County Prosecutor 2","Law Talk","Montgomery County (57) Law Enforcement"
58119,e307,"57 STOP","D","County Secure Transitional Offender Program (S.T.O.P.)","Corrections","Montgomery County (57) Law Enforcement"
58120,e308,"57 MRDD 1","D","County MR/DD Transportation 1","Schools","Montgomery County (57) Local Government/Public Works"
58121,e309,"57 MRDD 2","D","County MR/DD Transportation 2","Schools","Montgomery County (57) Local Government/Public Works"
58124,e30c,"57 JUVCRT2","D","Juvenile Court 2","Law Talk","Montgomery County (57) Law Enforcement"
58125,e30d,"57 JUVCRT3","D","Juvenile Court 3","Law Talk","Montgomery County (57) Law Enforcement"
58126,e30e,"57 JDC MAIN","D","Juvenile Detention Center - Primary","Corrections","Montgomery County (57) Law Enforcement"
58127,e30f,"57 JDC RCV","D","Juvenile Detention Center - Receiving","Corrections","Montgomery County (57) Law Enforcement"
58129,e311,"57 JUVCRT4","D","Juvenile Court 4","Law Talk","Montgomery County (57) Law Enforcement"
58130,e312,"57 JUVCRT5","D","Juvenile Court 5","Law Talk","Montgomery County (57) Law Enforcement"
58150,e326,"57 BFD TRAIN","D","Brookville Fire Training","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58151,e327,"57 BFD ADM","D","Brookville Fire Administration","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58152,e328,"57 BKV CW","D","Brookville Citywide","Multi-Talk","Montgomery County (57) Local Government/Public Works"
58154,e32a,"57 BTFD CAR","D","Butler Township Fire Car-to-Car","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58155,e32b,"57 BTPD CC","D","Butler Township Police Car to Car","Law Tac","Montgomery County (57) Law Enforcement"
58156,e32c,"57 BTPD SEC","DE","Butler Township Police Secure","Law Tac","Montgomery County (57) Law Enforcement"
58158,e32e,"57 BTPD SVC","D","Butler Township Service Department","Public Works","Montgomery County (57) Local Government/Public Works"
58159,e32f,"57 BTFD","D","Butler Township Fire Administration","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58160,e330,"57 CVPD DISP","D","Centerville Police Dispatch","Law Dispatch","Montgomery County (57) Law Enforcement"
58161,e331,"57 CVPD TAC1","D","Centerville Police Tac 1","Law Tac","Montgomery County (57) Law Enforcement"
58165,e335,"57CLAYPD LOCAL","D","Clay Township Police Local","Law Talk","Montgomery County (57) Law Enforcement"
58166,e336,"57 CLYTWP RDS","D","Clay Township Road and Bridge Department","Public Works","Montgomery County (57) Local Government/Public Works"
58167,e337,"57 CLAYTN FD","D","Clayton Fire","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58168,e338,"57 CLYPD TAC","D","Clayton Police Tac","Law Tac","Montgomery County (57) Law Enforcement"
58169,e339,"57 CLYPD C2C","D","Clayton Police Car to Car","Law Tac","Montgomery County (57) Law Enforcement"
58171,e33b,"CLAYTON RDS","D","Clayton Road Department","Public Works","Montgomery County (57) Local Government/Public Works"
58172,e33c,"57 CLAY SVC","D","Clayton Public Service Department","Public Works","Montgomery County (57) Local Government/Public Works"
58173,e33d,"57 EPD DISP","D","Englewood Police Dispatch","Law Dispatch","Montgomery County (57) Law Enforcement"
58174,e33e,"57 EPD TAC1","D","Englewood Police Tac 1","Law Tac","Montgomery County (57) Law Enforcement"
58175,e33f,"57 EPD TAC2","D","Englewood Police Tac 2","Law Tac","Montgomery County (57) Law Enforcement"
58176,e340,"57 EPD TAC3","DE","Englewood Police Encrypted","Law Tac","Montgomery County (57) Law Enforcement"
58177,e341,"57 EPD CAR","D","Englewood Police - Car-2-Car","Law Tac","Montgomery County (57) Law Enforcement"
58179,e343,"57 EFD DISP","D","Englewood Fire Dispatch","Fire Dispatch","Montgomery County (57) Fire/EMS/Hospitals"
58180,e344,"57 EFD2","D","Englewood Fire 2","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58181,e345,"57 EFD WIDE","D","Englewood Citywide","Interop","Montgomery County (57) Fire/EMS/Hospitals"
58183,e347,"57FARMFD","D","Farmersville Fire","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58184,e348,"57 JACKTWPPD","D","Jackson Township Police","Law Tac","Montgomery County (57) Law Enforcement"
58186,e34a,"57 RANGER","D","County Park Ranger","Law Tac","Montgomery County (57) Law Enforcement"
58187,e34b,"57 RNGR CC","D","Park Ranger Car to Car","Law Tac","Montgomery County (57) Law Enforcement"
58188,e34c,"57 5RVRS INV","D","5 Rivers Investigation","Law Tac","Montgomery County (57) Law Enforcement"
58190,e34e,"57 5RVRMP","D","Five Rivers Metroparks","Public Works","Montgomery County (57) Local Government/Public Works"
58191,e34f,"57 GERMP WC","D","Germantown Metropark welcome center","Public Works","Montgomery County (57) Local Government/Public Works"
58192,e350,"57 5RV MAINT","D","Five Rivers Metroparks Maintenance","Public Works","Montgomery County (57) Local Government/Public Works"
58193,e351,"57 5RV SPEVT","D","Five Rivers Metroparks Special Event","Public Works","Montgomery County (57) Local Government/Public Works"
58194,e352,"57 EWMP","D","Eastwood Metroparks","Public Works","Montgomery County (57) Local Government/Public Works"
58196,e354,"57 GFD  ADMIN","D","Germantown Fire Administration","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58197,e355,"57 GPD LOCAL","D","Germantown Police Local","Law Tac","Montgomery County (57) Law Enforcement"
58198,e356,"57 GTWPPD LOCAL","D","German Township Police local","Law Tac","Montgomery County (57) Law Enforcement"
58200,e358,"57 KHND PDISP","D","Kettering Health Dayton - Police Dispatch (formerly Grandview Hospital)","Law Dispatch","Montgomery County (57) Law Enforcement"
58201,e359,"57 KHND PTAC1","D","Kettering Health Dayton - Police Tac 1","Law Tac","Montgomery County (57) Law Enforcement"
58202,e35a,"57 KHND PTAC2","D","Kettering Health Dayton - Police Tac 2","Law Tac","Montgomery County (57) Law Enforcement"
58204,e35c,"57 KMC PD","D","Kettering Medical Center Police","Law Dispatch","Montgomery County (57) Law Enforcement"
58205,e35d,"57HTFD TRAIN","D","Harrison Township Fire Training","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58208,e360,"HARTWP RDS/LG","D","Harrison Township Roads/LG","Public Works","Montgomery County (57) Local Government/Public Works"
58211,e363,"57HHFDDISP","D","Huber Heights Fire Dispatch","Fire Dispatch","Montgomery County (57) Fire/EMS/Hospitals"
58212,e364,"57HHFD TRAIN","D","Huber Heights Fire Training","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58213,e365,"57 HHFD ","D","Huber Heights Fire","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58214,e366,"57 HHPD DISP","D","Huber Heights Police Dispatch","Law Dispatch","Montgomery County (57) Law Enforcement"
58215,e367,"57 HHPD RCRD","D","Huber Heights Police Records","Law Tac","Montgomery County (57) Law Enforcement"
58216,e368,"57 HHPD TAC1","D","Huber Heights Police Tac 1","Law Tac","Montgomery County (57) Law Enforcement"
58217,e369,"57 HHPD TAC2","D","Huber Heights Police Tac 2","Law Tac","Montgomery County (57) Law Enforcement"
58218,e36a,"57 HHPD TAC3","De","Huber Heights Police Tac 3","Law Tac","Montgomery County (57) Law Enforcement"
58219,e36b,"57 HHPD","D","Huber Heights Police","Law Talk","Montgomery County (57) Law Enforcement"
58222,e36e,"57 HH WIDE","D","Huber Heights Citywide","Multi-Talk","Montgomery County (57) Local Government/Public Works"
58223,e36f,"57 HH STR1","D","Huber Heights Street Department","Public Works","Montgomery County (57) Local Government/Public Works"
58224,e370,"57 HH STR2","D","Huber Heights Streets 2","Public Works","Montgomery County (57) Local Government/Public Works"
58225,e371,"57 HHPD","D","Huber Heights Police","Law Talk","Montgomery County (57) Law Enforcement"
58227,e373,"57 JTFD ADM","D","Jefferson Twp Fire Administration","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58228,e374,"57 JTFD","D","Jefferson Township Fire","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58229,e375,"57JFTWP RDS","D","Jefferson Township Road Department","Public Works","Montgomery County (57) Local Government/Public Works"
58232,e378,"57 KFD DSP","D","Kettering Fire Dispatch","Fire Dispatch","Montgomery County (57) Fire/EMS/Hospitals"
58234,e37a,"57 KFD SP EVT","D","Kettering Fire Special Events","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58235,e37b,"57 KFD PREVENT","D","Kettering Fire Prevention","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58236,e37c,"57 KFD TRAIN","D","Kettering Fire Training","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58237,e37d,"57 KPD SPEVT2","D","Kettering Police Special Events","Law Talk","Montgomery County (57) Law Enforcement"
58238,e37e,"57 KPD DISP","D","Kettering Police Dispatch","Law Dispatch","Montgomery County (57) Law Enforcement"
58239,e37f,"57 MTPD DISP","D","Miami Township Police Dispatch","Law Dispatch","Montgomery County (57) Law Enforcement"
58240,e380,"57 KPD TAC","De","Kettering Police Tactical","Law Tac","Montgomery County (57) Law Enforcement"
58241,e381,"57 KPD SPEVT1","D","Kettering Police Special Events","Law Talk","Montgomery County (57) Law Enforcement"
58242,e382,"57 KPD CHSEC","D","Kettering Police - Courthouse Security","Law Talk","Montgomery County (57) Law Enforcement"
58243,e383,"57 KPD INV","D","Kettering Police - Investigations","Law Tac","Montgomery County (57) Law Enforcement"
58244,e384,"57 KPD SECURE","DE","Kettering Police - Secure","Law Tac","Montgomery County (57) Law Enforcement"
58246,e386,"57 KPD SWAT","De","Kettering Police SWAT","Law Tac","Montgomery County (57) Law Enforcement"
58247,e387,"57 KPD SWAT 2","De","Kettering Police SWAT 2","Law Tac","Montgomery County (57) Law Enforcement"
58250,e38a,"KET LG","D","Kettering Local Government","Public Works","Montgomery County (57) Local Government/Public Works"
58252,e38c,"57 MTPD 1","D","Miami Township Police Local","Law Talk","Montgomery County (57) Law Enforcement"
58255,e38f,"57 MTSTR1","D","Miami Township Streets 1","Public Works","Montgomery County (57) Local Government/Public Works"
58256,e390,"57 MTSTR2","D","Miami Township Streets 2","Public Works","Montgomery County (57) Local Government/Public Works"
58257,e391,"57 MTFD ADM","D","Miami Twp Fire Administration","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58259,e393,"57 MVHP DISP","D","Miami Valley Hospital Police Dispatch","Law Dispatch","Montgomery County (57) Law Enforcement"
58260,e394,"57 MVHP TAC ","D","Miami Valley Hospital Police Tac 1","Law Tac","Montgomery County (57) Law Enforcement"
58261,e395,"57 MVHP TAC2","D","Miami Valley Hospital Police Tac 2","Law Tac","Montgomery County (57) Law Enforcement"
58262,e396,"57 GSHP DISP","D","Miami Valley Hospital North Police Dispatch","Law Dispatch","Montgomery County (57) Law Enforcement"
58263,e397,"57 MVHPD S","D","Miami Valley Hospital South Police Dispatch","Law Dispatch","Montgomery County (57) Law Enforcement"
58264,e398,"57 TCSU","D","Tactical Crime Suppression Unit","Law Tac","Montgomery County (57) Law Enforcement"
58265,e399,"57 MBURG PD","D","Miamisburg Police Local","Law Talk","Montgomery County (57) Law Enforcement"
58266,e39a,"57 MBURG PTAC 1","D","Miamisburg :Police TAC 1","Law Tac","Montgomery County (57) Law Enforcement"
58273,e3a1,"57 MOR FDSP","D","Moraine Fire Dispatch","Fire Dispatch","Montgomery County (57) Fire/EMS/Hospitals"
58277,e3a5,"57 MORPD DISP","D","Moraine Police Dispatch","Law Dispatch","Montgomery County (57) Law Enforcement"
58278,e3a6,"57 MORPD DET","D","Moraine Police Detectives","Law Tac","Montgomery County (57) Law Enforcement"
58281,e3a9,"57 MORPD OPS","D","Moraine Police Ops","Law Tac","Montgomery County (57) Law Enforcement"
58282,e3aa,"57 MORPD TAC ","D","Moraine Police Tac 1","Law Tac","Montgomery County (57) Law Enforcement"
58283,e3ab,"57 MORPD TAC 2","De","Moraine Police Tactical 2","Law Tac","Montgomery County (57) Law Enforcement"
58285,e3ad,"57MOR STRS","D","Moraine Streets","Public Works","Montgomery County (57) Local Government/Public Works"
58290,e3b2,"57 NLEB FD ADM 1","D","New Lebanon Fire Administration 1","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58291,e3b3,"57 NLEB FD ADM 2","D","New Lebanon Fire Administration 2","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58293,e3b5,"57 OAK PS","D","Oakwood Public Safety","Multi-Dispatch","Montgomery County (57) Law Enforcement"
58294,e3b6,"57 OAKPS TAC ","D","Oakwood Public Safety Tac 1","Multi-Tac","Montgomery County (57) Law Enforcement"
